parameter_set,period_start,period_end,total_return,max_drawdown,sharpe_ratio,win_rate,total_trades,profit_factor,avg_hold_time_hours,final_capital,signals_generated,signals_executed,execution_time_seconds
"{'name': 'Config_12', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,25.500110626220703
"{'name': 'Config_12', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,27.191665410995483
"{'name': 'Config_13', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,28.227801084518433
"{'name': 'Config_13', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,21.747074842453003
"{'name': 'Config_13', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.922884941101074
"{'name': 'Config_13', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,20.109381437301636
"{'name': 'Config_13', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.673407316207886
"{'name': 'Config_14', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.40579605102539
"{'name': 'Config_14', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.488799571990967
"{'name': 'Config_14', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.518226146697998
"{'name': 'Config_14', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,20.01672601699829
"{'name': 'Config_14', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.563175678253174
"{'name': 'Config_15', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.58044934272766
"{'name': 'Config_15', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.932417154312134
"{'name': 'Config_15', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.589790105819702
"{'name': 'Config_15', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.900951147079468
"{'name': 'Config_15', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.579921007156372
"{'name': 'Config_16', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.673294067382812
"{'name': 'Config_16', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.184607982635498
"{'name': 'Config_16', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.48135542869568
"{'name': 'Config_16', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.68893790245056
"{'name': 'Config_16', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,21.039448261260986
"{'name': 'Config_17', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.3839910030365
"{'name': 'Config_17', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.19011116027832
"{'name': 'Config_17', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.42439365386963
"{'name': 'Config_17', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.958297729492188
"{'name': 'Config_17', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.685933113098145
"{'name': 'Config_18', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.3287615776062
"{'name': 'Config_18', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.11063265800476
"{'name': 'Config_18', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.438604831695557
"{'name': 'Config_18', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,20.252853870391846
"{'name': 'Config_18', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.25, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.5574471950531
"{'name': 'Config_19', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.380848169326782
"{'name': 'Config_19', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.057629346847534
"{'name': 'Config_19', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.73556089401245
"{'name': 'Config_19', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,20.08180522918701
"{'name': 'Config_19', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.69876766204834
"{'name': 'Config_20', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.808751344680786
"{'name': 'Config_20', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.164406776428223
"{'name': 'Config_20', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.77437448501587
"{'name': 'Config_20', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.717222929000854
"{'name': 'Config_20', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.690173864364624
"{'name': 'Config_21', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.317827463150024
"{'name': 'Config_21', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.366682052612305
"{'name': 'Config_21', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.213513374328613
"{'name': 'Config_21', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.800860166549683
"{'name': 'Config_21', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.635319709777832
"{'name': 'Config_22', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.486003398895264
"{'name': 'Config_22', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.21830725669861
"{'name': 'Config_22', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.420013427734375
"{'name': 'Config_22', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.69149374961853
"{'name': 'Config_22', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.583675861358643
"{'name': 'Config_23', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.8130099773407
"{'name': 'Config_23', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.260835647583008
"{'name': 'Config_23', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.32155156135559
"{'name': 'Config_23', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,20.010122299194336
"{'name': 'Config_23', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.625402212142944
"{'name': 'Config_24', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.48352885246277
